id,room_type,price,minimum_nights,number_of_reviews_ltm,reviews_per_month,latitude,longitude
13837154,Entire home/apt,110,2,0,0.29,51.5203,-0.01003
13837255,Private room,24,9,0,0.01,51.53714,-0.13992
13838113,Entire home/apt,65,2,0,0.03,51.48204,-0.30312
13794434,Entire home/apt,125,3,0,0.03,51.44145,-0.20334
13794777,Private room,595,1,0,,51.50694,-0.14405
13795517,Entire home/apt,70,5,0,0.03,51.51769,-0.21509
13796691,Entire home/apt,150,15,0,,51.50892,-0.22897
13838214,Private room,40,1,0,,51.54695,0.00013
13838835,Private room,50,1,0,0.01,51.41983,-0.05583
13839213,Entire home/apt,95,4,3,0.56,51.50178,-0.10414
13839641,Private room,35,15,0,,51.55685,-0.09176
13839762,Private room,27,4,0,0.03,51.52816,-0.05885
13781846,Private room,46,1,0,,51.53629,-0.3672
13782958,Entire home/apt,125,1,0,0.64,51.49171,-0.20979
13783473,Private room,38,1,0,0.01,51.52354,-0.03747
13796982,Private room,61,2,8,1.2,51.52256,-0.20927
13840233,Entire home/apt,70,1,0,,51.48027,-0.14947
13797356,Entire home/apt,103,1,0,0.04,51.48936,-0.14304
13841172,Entire home/apt,90,2,7,0.44,51.62995,-0.31642
13797654,Entire home/apt,70,6,0,,51.50637,-0.05501
13798697,Shared room,30,7,0,0.02,51.53992,-0.18001
13798881,Entire home/apt,89,1,0,0.03,51.5051,-0.45555
13817737,Private room,29,3,0,0.01,51.47272,-0.1569
13783576,Entire home/apt,150,10,1,0.09,51.54292,-0.16492
13799205,Entire home/apt,275,1,0,0.17,51.50919,-0.19882
13799568,Private room,68,2,0,0.24,51.51657,-0.20843
13800404,Entire home/apt,110,2,0,,51.53728,-0.04794
13800421,Entire home/apt,150,2,0,,51.41766,-0.07379
13784598,Entire home/apt,179,5,0,0.04,51.47113,-0.20237
13817973,Entire home/apt,150,4,0,,51.46729,-0.26691
13818696,Entire home/apt,150,2,0,0.07,51.50907,-0.12345
13819611,Entire home/apt,81,4,0,,51.5082,-0.25228
13819728,Private room,16,1,0,,51.41961,0.04767
13820602,Private room,33,5,0,,51.44957,-0.1465
13820635,Private room,35,5,0,,51.47739,0.01193
13821297,Entire home/apt,106,1,2,0.07,51.44879,-0.02496
13821552,Private room,42,3,2,1.06,51.46884,-0.0972
13822302,Entire home/apt,60,14,0,0.15,51.58318,-0.01272
13822564,Private room,72,1,0,0.05,51.47416,-0.18168
13800605,Entire home/apt,75,3,0,0.06,51.47421,-0.19714
13800819,Entire home/apt,120,7,0,0.32,51.57509,-0.10264
13800931,Private room,20,1,0,0.07,51.50624,-0.45418
13784851,Private room,40,1,0,0.03,51.53238,-0.06233
13785350,Private room,30,5,0,,51.45793,-0.12746
13801370,Private room,45,7,0,0.01,51.53585,-0.09649
13822759,Private room,100,5,0,0.32,51.54262,-0.15269
13823639,Private room,37,4,0,,51.49121,-0.0482
13823668,Entire home/apt,110,6,0,0.31,51.48844,-0.13329
13804067,Private room,55,1,2,0.75,51.60707,-0.00199
13804551,Entire home/apt,115,3,0,0.07,51.53343,-0.23079
13804933,Private room,18,5,0,0.04,51.52128,-0.03712
13805219,Entire home/apt,100,3,0,0.03,51.53017,-0.04074
13805901,Entire home/apt,130,2,0,0.66,51.54201,-0.07677
13806334,Private room,52,1,7,0.41,51.43969,-0.21841
13806422,Entire home/apt,75,2,0,0.04,51.55312,-0.13099
13806608,Entire home/apt,100,7,0,0.03,51.43293,-0.12997
13824259,Entire home/apt,195,2,15,1.11,51.51753,-0.13786
13824370,Entire home/apt,120,4,0,0.12,51.54215,-0.09576
13824508,Entire home/apt,70,2,0,0.2,51.5367,-0.19676
13824526,Entire home/apt,66,29,1,0.23,51.54137,-0.25168
13824702,Entire home/apt,75,3,0,,51.45596,-0.13041
13789109,Private room,40,3,8,1.05,51.46736,-0.04219
13789968,Private room,30,3,0,0.05,51.53985,0.07943
13790624,Private room,49,1,0,0.13,51.42691,-0.30335
13790851,Entire home/apt,40,3,0,0.04,51.52714,-0.06071
13791264,Entire home/apt,54,30,0,0.02,51.55731,-0.17766
13806992,Private room,20,1,0,0.28,51.40934,-0.10467
13807864,Entire home/apt,185,5,0,0.15,51.48988,-0.27098
13807891,Private room,23,1,0,0.01,51.51626,-0.2499
13880373,Entire home/apt,65,10,0,0.01,51.52663,-0.2507
13880840,Entire home/apt,80,2,0,0.06,51.52443,-0.0677
13881227,Entire home/apt,88,3,0,,51.49012,-0.14041
13881911,Entire home/apt,80,5,4,0.4,51.54762,-0.04367
13882178,Private room,40,2,0,,51.56346,-0.07412
13882209,Private room,25,1,0,0.02,51.45856,0.0009
13882366,Private room,35,1,0,0.01,51.51422,-0.31035
13882374,Entire home/apt,150,2,0,,51.49628,-0.18607
13825068,Entire home/apt,104,2,0,0.15,51.48323,-0.10486
13825070,Private room,25,3,0,0.06,51.48312,-0.21951
13825133,Entire home/apt,150,28,0,0.26,51.51546667,-0.140120012
13825440,Entire home/apt,250,7,0,,51.45792,-0.12317
13826144,Entire home/apt,80,3,0,0.07,51.54723,-0.09801
13826342,Entire home/apt,70,5,0,0.03,51.48667,-0.10595
13826971,Entire home/apt,160,14,4,0.54,51.5482,-0.15328
13808048,Private room,30,1,0,,51.50458,-0.09783
13808824,Entire home/apt,50,3,0,0.03,51.53153,-0.01936
13827645,Entire home/apt,69,2,0,0.04,51.48291,-0.09598
13827892,Entire home/apt,90,3,0,0.22,51.5105,-0.0596
13841252,Private room,40,1,0,0.09,51.52958,-0.19252
13841484,Entire home/apt,196,2,14,1.11,51.56164,-0.11476
13842569,Entire home/apt,159,5,0,0.12,51.42153,-0.16501
13882605,Private room,20,1,0,1.29,51.50237,-0.22324
13884767,Entire home/apt,201,1,0,,51.52101,-0.16413
13809988,Entire home/apt,125,4,1,0.59,51.5549,-0.04126
13886290,Entire home/apt,166,4,0,,51.5295,-0.20484
13811127,Private room,36,3,0,,51.52198,-0.16035
13814504,Entire home/apt,45,14,0,,51.37426,-0.08422
13886374,Entire home/apt,108,2,0,0.19,51.56204,-0.06188
13843049,Private room,50,1,0,0.15,51.54846,-0.04548
13843130,Private room,85,1,0,,51.54224,-0.06281
13843230,Private room,60,2,0,0.07,51.48726,-0.14142
13817339,Entire home/apt,165,5,0,,51.5042,-0.26489
13853177,Entire home/apt,35,1,0,0.03,51.49634,-0.20979
13843362,Private room,48,14,5,0.71,51.47177,-0.11235
13853804,Private room,85,1,0,0.01,51.56139,-0.05433
13844050,Entire home/apt,325,5,1,0.19,51.46062,-0.07011
13887905,Private room,43,1,3,0.59,51.51463,-0.29847
13853809,Entire home/apt,100,5,0,,51.55517,-0.31975
13854306,Private room,55,4,0,,51.54885,-0.18217
13854556,Entire home/apt,65,3,0,0.03,51.55222,-0.05305
13855476,Private room,80,2,0,0.02,51.60956,-0.26818
13888209,Entire home/apt,60,21,0,,51.59987,-0.1449
13888825,Private room,39,3,0,0.03,51.53788,-0.09392
13888902,Entire home/apt,120,3,0,0.04,51.56014,-0.07419
13844389,Entire home/apt,120,5,0,0.04,51.4398,0.07357
13844720,Entire home/apt,99,1,0,,51.52102,-0.11494
13844841,Private room,45,1,0,0.03,51.49296,-0.06279
13856344,Entire home/apt,133,7,2,0.36,51.49312,-0.18581
13856431,Private room,20,2,0,0.04,51.58645,-0.06259
13856745,Entire home/apt,145,3,0,,51.52511,-0.18215
13857732,Private room,40,1,0,0.03,51.50127,-0.10767
13860698,Entire home/apt,43,3,0,0.03,51.55203,-0.08668
13861442,Private room,40,2,0,0.09,51.5347,-0.07263
13845307,Private room,46,7,0,,51.50456,-0.28357
13845463,Entire home/apt,98,2,0,,51.54987,-0.05804
13845562,Private room,75,2,0,,51.55048,-0.11522
13846818,Private room,80,2,0,0.04,51.5118,-0.31904
13847008,Private room,25,5,0,0.01,51.47982,-0.18785
13889909,Private room,34,4,0,0.01,51.46099,-0.19683
13861712,Private room,25,4,0,,51.49113,-0.04417
13890005,Entire home/apt,145,2,0,0.24,51.58098,-0.10521
13847477,Entire home/apt,149,3,5,0.55,51.57571,-0.23016
13862861,Private room,90,3,0,,51.51543,-0.20127
13850025,Private room,23,14,0,0.01,51.55262,-0.20662
13863319,Entire home/apt,100,21,0,,51.56798,-0.13297
13863361,Entire home/apt,90,1,0,0.2,51.45479,-0.00623
13863430,Entire home/apt,133,1,0,0.12,51.50068,-0.1162
13890222,Private room,33,1,0,,51.53321,-0.13345
13863543,Entire home/apt,55,11,0,,51.48405,0.00269
13863973,Private room,40,1,0,,51.55985,-0.12602
13890298,Entire home/apt,80,2,0,0.06,51.48423,-0.17002
13890498,Entire home/apt,90,1,0,,51.45664,-0.07469
13850432,Private room,35,2,0,0.01,51.42402,-0.16391
13851199,Private room,21,5,0,0.01,51.45412,-0.1001
13851334,Entire home/apt,80,4,0,0.05,51.49758,-0.0141
13851902,Private room,60,3,0,,51.5937,-0.17652
13864359,Private room,65,1,1,1.45,51.5195,-0.112
13868955,Entire home/apt,120,2,0,0.28,51.5288,-0.20341
13869640,Entire home/apt,316,3,0,0.12,51.5162,-0.2232
13869879,Entire home/apt,90,4,0,,51.54486,-0.03949
13869938,Private room,39,2,0,0.13,51.52717,-0.0909
13895749,Entire home/apt,100,5,0,0.32,51.5165,-0.07192
13870780,Private room,27,6,0,,51.61177,-0.12394
13871699,Entire home/apt,70,10,0,0.1,51.4828,-0.19529
13895983,Entire home/apt,90,2,0,0.09,51.56206,-0.17621
13896042,Private room,30,2,0,0.03,51.47167,-0.17293
13852215,Entire home/apt,99,5,0,0.35,51.49816,-0.19332
13871851,Private room,38,1,0,3.04,51.49279,-0.17384
13873218,Private room,32,7,0,,51.55308,-0.07587
13874211,Entire home/apt,140,7,0,0.36,51.5279,-0.0208
13874941,Private room,32,19,0,,51.35169,-0.14202
13852300,Entire home/apt,80,1,0,,51.5026,0.08628
13852514,Private room,34,3,0,,51.51432,-0.26546
13852860,Private room,100,1,0,0.01,51.48213,-0.20084
13875902,Private room,60,1,0,,51.49024,-0.17609
13853160,Entire home/apt,82,1,0,0.21,51.47137,-0.19933
13896134,Entire home/apt,130,2,0,0.05,51.44913,-0.15653
13876100,Entire home/apt,125,5,0,0.01,51.52765,-0.09582
13877904,Private room,22,1,0,0.23,51.50437,-0.45609
13896423,Private room,5000,8,0,0.39,51.5194,0.03091
13897094,Entire home/apt,85,14,0,,51.48271,-0.21819
13877972,Private room,50,3,0,,51.44651,-0.01509
13897264,Private room,40,1,0,0.01,51.483,-0.20797
13878321,Entire home/apt,97,3,0,0.21,51.55447,-0.08918
13878750,Entire home/apt,95,5,0,0.03,51.55766,0.01241
13878852,Entire home/apt,100,3,0,0.08,51.4094,-0.05878
13890915,Hotel room,70,1,0,0.39,51.5112,-0.11883
13898466,Private room,45,5,0,,51.55667,-0.28081
13940269,Private room,35,1,0,0.01,51.49671,-0.11312
13891316,Private room,60,1,0,,51.52171,-0.15381
13940462,Entire home/apt,65,2,0,0.35,51.54188,-0.12756
13899080,Private room,65,1,0,0.04,51.58494,-0.01449
13891606,Entire home/apt,229,7,0,0.04,51.49117,-0.16258
13891813,Entire home/apt,250,3,0,0.09,51.49758,-0.18182
13892119,Private room,150,2,0,0.27,51.47962,-0.28428
13892179,Entire home/apt,94,4,1,0.19,51.46513,-0.32439
13892185,Private room,46,2,0,,51.58775,-0.11286
13892292,Private room,60,3,0,0.29,51.56319,-0.15137
13892496,Entire home/apt,79,4,0,0.04,51.47691,-0.32477
13899278,Private room,35,1,0,0.01,51.54298,-0.06303
13899657,Private room,25,15,0,,51.53846,-0.05503
13940674,Private room,36,2,3,0.56,51.61204,-0.12637
13893185,Private room,15,1,0,,51.45509,-0.10555
13941375,Entire home/apt,73,14,0,,51.47594,-0.09667
13899697,Private room,30,2,37,4.4,51.50249,-0.28461
13899749,Private room,40,2,0,2.04,51.54689,-0.09874
13893646,Private room,40,1,7,0.67,51.47645,-0.34536
13894358,Entire home/apt,120,6,3,0.43,51.49995,-0.19815
13901231,Entire home/apt,120,4,1,0.07,51.56988,-0.26036
13943742,Private room,40,1,0,0.01,51.51643,-0.05481
13943996,Entire home/apt,381,1,0,,51.52365,-0.074
13894446,Entire home/apt,185,2,4,0.28,51.50956,-0.26484
13894612,Private room,60,3,0,,51.5326,-0.08457
13902442,Private room,130,2,0,0.3,51.47366,-0.18217
13894873,Private room,25,1,0,0.04,51.40619,-0.28974
13895732,Private room,22,7,0,,51.50544,-0.22983
13903668,Entire home/apt,60,6,1,0.25,51.53609,-0.08995
13945503,Private room,48,1,0,0.03,51.59073,-0.2271
13946216,Entire home/apt,550,7,0,0.05,51.54697,-0.22162
13952581,Entire home/apt,90,3,0,,51.45762,-0.02052
13904661,Entire home/apt,100,2,0,,51.53982,-0.19237
13952980,Private room,45,2,18,0.62,51.45982,-0.03764
13904837,Entire home/apt,55,7,0,0.01,51.46466,0.01961
13905157,Private room,25,16,0,,51.51511,0.02884
13905660,Entire home/apt,2121,1,11,0.79,51.50859,-0.13204
13905817,Entire home/apt,124,7,0,0.01,51.46759,-0.21852
13906109,Private room,28,6,0,0.03,51.52553,-0.07281
13906520,Entire home/apt,125,2,0,0.06,51.47065,-0.13309
13906524,Entire home/apt,315,4,0,0.13,51.53597,-0.22978
13906621,Entire home/apt,200,2,0,,51.50629,-0.24894
13946231,Entire home/apt,106,3,0,,51.62435,-0.11275
13947123,Entire home/apt,120,7,0,,51.49368,-0.2791
13947298,Entire home/apt,120,4,0,0.16,51.49373,-0.19352
13947305,Entire home/apt,130,1,0,,51.53763,-0.05438
13947324,Private room,36,1,0,,51.41669,-0.20603
13947384,Entire home/apt,168,5,0,0.05,51.50378,-0.23931
13953154,Private room,25,14,0,0.01,51.44961,-0.14171
13953263,Private room,34,2,0,0.37,51.51459,-0.06467
13907432,Entire home/apt,175,20,0,0.38,51.47681,-0.28021
13907795,Entire home/apt,100,1,0,0.01,51.51754,-0.2147
13953349,Entire home/apt,350,1,0,0.1,51.45099,-0.07027
13907937,Private room,54,1,8,1.91,51.49371,-0.09356
13947707,Entire home/apt,200,3,0,0.01,51.5042,-0.07717
13953375,Private room,70,1,0,0.02,51.48108,-0.34688
13948499,Entire home/apt,55,1,0,0.03,51.54292,-0.08441
13948833,Entire home/apt,68,7,0,0.06,51.43901,-0.12756
13950345,Private room,73,2,0,0.09,51.52276,-0.16245
13950614,Entire home/apt,106,5,0,0.04,51.53993,-0.15886
13950733,Entire home/apt,120,2,15,1.17,51.44492,-0.15423
13950778,Private room,13,1,0,0.03,51.4507,-0.11412
13951648,Entire home/apt,285,3,7,1.06,51.51613,-0.13133
13952138,Private room,29,2,0,0.01,51.56411,-0.09183
13952346,Entire home/apt,130,60,0,0.06,51.51376,-0.12159
13952414,Private room,35,2,0,,51.46896,-0.09956
13908309,Hotel room,25,1,16,1.96,51.50932,-0.23171
13910495,Entire home/apt,118,2,0,0.04,51.48768,-0.1348
13911493,Private room,32,2,16,1.45,51.55599,-0.28911
13912893,Entire home/apt,121,2,0,0.29,51.54264,-0.11405
13954081,Entire home/apt,68,2,0,0.23,51.50082,-0.03567
13912983,Entire home/apt,65,5,0,0.03,51.54617,-0.04445
13913142,Entire home/apt,130,3,0,0.06,51.54573,-0.06517
13913678,Private room,55,14,1,0.04,51.48249,-0.18105
13954669,Private room,31,3,0,0.01,51.49245,-0.09822
13955427,Private room,20,5,0,0.04,51.53076,-0.03249
13954289,Entire home/apt,110,91,1,0.35,51.50617,-0.19291
13954304,Entire home/apt,100,3,0,0.03,51.54473,-0.06465
13968655,Private room,26,6,0,,51.56129,-0.11395
13956199,Entire home/apt,70,25,0,0.2,51.5318,-0.09887
13956903,Entire home/apt,75,3,0,0.07,51.56182,-0.08273
13957125,Private room,30,2,0,0.23,51.43494,0.08199
13957457,Private room,23,2,0,0.07,51.59156,-0.33718
13957480,Entire home/apt,152,2,0,0.28,51.46816,-0.16065
13957604,Shared room,40,1,0,0.01,51.5253,-0.07984
13957932,Entire home/apt,90,2,0,,51.55381,-0.10643
13914002,Entire home/apt,90,3,0,0.07,51.52537,-0.01277
13914228,Private room,35,2,0,0.05,51.45646,-0.04957
13916974,Private room,40,1,0,,51.54426,-0.22404
13917533,Entire home/apt,64,2,0,,51.4632,-0.11398
13917837,Entire home/apt,110,4,0,0.31,51.55651,-0.07661
13917843,Private room,51,28,3,0.4,51.47416,-0.11875
13918110,Private room,222,7,0,0.01,51.52957,0.05
13918305,Private room,60,2,0,0.01,51.5159,-0.17596
13918681,Private room,28,1,1,0.04,51.46557,0.05306
13918730,Private room,23,21,0,,51.47954,-0.04128
13918833,Entire home/apt,79,3,0,0.12,51.47746,-0.15155
13918877,Entire home/apt,161,5,0,0.14,51.51428,-0.19146
13918939,Private room,35,4,0,,51.60119,-0.10129
13919295,Private room,23,10,0,0.01,51.43148,-0.1564
13919450,Private room,25,7,0,,51.54663,-0.04148
13919695,Entire home/apt,49,3,0,0.52,51.41589,-0.05738
13969012,Private room,73,4,0,0.1,51.49705,-0.1971
13969326,Entire home/apt,550,4,0,0.61,51.49443,-0.18485
13920192,Entire home/apt,250,4,0,0.13,51.52175,-0.21211
13958516,Entire home/apt,60,1,0,0.01,51.48468,-0.20582
13958965,Entire home/apt,50,3,0,,51.55086,-0.0596
13959166,Private room,20,7,0,,51.51733,0.0202
13969512,Entire home/apt,80,4,0,0.01,51.44977,-0.20367
13959623,Entire home/apt,40,1,0,,51.49487,0.07471
13920329,Entire home/apt,65,14,0,0.05,51.40166,-0.20723
13920861,Entire home/apt,30,2,0,0.04,51.46361,-0.14352
13920934,Entire home/apt,99,5,3,0.63,51.51234,-0.14746
13921121,Private room,60,2,0,,51.49745,-0.19245
13921193,Private room,32,1,0,0.03,51.4437,-0.04653
13921771,Entire home/apt,100,6,0,,51.55848,-0.08123
13921898,Private room,17,1,12,1.99,51.55329,-0.06879
13922077,Private room,35,4,0,,51.54704,-0.09617
13922207,Entire home/apt,150,1000,0,0.72,51.53638,-0.0902
13922408,Entire home/apt,179,14,0,,51.5438,-0.11097
13922625,Entire home/apt,140,3,11,1.14,51.51279,-0.12764
13922679,Private room,24,14,0,,51.53859,-0.07687
13923322,Entire home/apt,80,10,0,,51.59314,-0.03898
13923594,Private room,50,1,0,,51.45966,-0.11079
13923743,Entire home/apt,115,30,3,1.06,51.52111,-0.06632
13924625,Entire home/apt,82,6,0,0.36,51.52941,-0.09327
13925153,Entire home/apt,174,2,2,0.12,51.52052,-0.03606
13926748,Private room,70,1,0,,51.45938,-0.21565
13969576,Private room,78,3,0,0.77,51.55429,0.03068
13961533,Entire home/apt,120,2,0,0.17,51.57726,-0.14913
13962345,Entire home/apt,106,7,0,0.51,51.50702,-0.06728
13963673,Private room,32,3,0,0.04,51.53802,-0.04475
13963848,Entire home/apt,99,5,10,0.25,51.51278,-0.07459
13970060,Private room,35,4,0,,51.48645,-0.22216
13963969,Private room,25,1,0,1.04,51.50359,-0.22339
13970216,Entire home/apt,75,3,0,0.13,51.52334,-0.01617
13970399,Private room,34,2,28,3.22,51.49869,-0.06073
13929699,Private room,26,1,1,0.41,51.56163,0.16087
13970430,Private room,37,2,0,0.03,51.54348,-0.06714
13929987,Private room,32,2,0,,51.53004,-0.29515
13964164,Entire home/apt,208,2,1,0.8,51.48848,-0.14466
13964783,Private room,45,1,0,0.16,51.49342,-0.32158
13970712,Entire home/apt,85,6,0,0.23,51.50003,-0.21961
13971818,Private room,219,2,0,0.03,51.58624,-0.13798
13964975,Private room,27,5,0,0.01,51.52884,-0.05782
13965252,Private room,20,2,0,0.06,51.54937,-0.0601
13965537,Entire home/apt,81,2,0,,51.53099,-0.09619
13930926,Entire home/apt,135,1,0,0.1,51.57147,-0.07778
13972119,Private room,26,2,0,0.03,51.4149,-0.36998
13931524,Entire home/apt,99,4,0,,51.55252,-0.11863
13931684,Private room,25,2,0,,51.53323,0.0937
13932061,Entire home/apt,90,4,0,0.06,51.51909,-0.14142
13932184,Entire home/apt,100,1,5,0.84,51.53103,-0.09452
13932246,Entire home/apt,125,3,0,,51.52679,-0.09677
13966172,Private room,43,2,0,,51.60351,0.09214
13967729,Private room,45,1,0,0.07,51.41693,-0.0523
13967752,Private room,25,4,0,0.01,51.52168,-0.06325
13977000,Entire home/apt,147,10,2,0.35,51.50384,-0.0894
13968259,Private room,35,2,0,,51.41238,-0.02551
13932288,Entire home/apt,94,2,6,0.66,51.56325,-0.07503
13932865,Entire home/apt,77,1,0,0.08,51.43062,-0.15136
13932878,Private room,40,2,0,,51.54841,-0.17911
13977665,Entire home/apt,120,2,0,,51.45494,-0.14189
13989914,Entire home/apt,60,3,0,,51.53727,-0.0666
13978796,Private room,50,1,0,,51.55433,-0.09068
13932929,Private room,28,3,0,0.06,51.51445,-0.20294
13933471,Private room,30,10,0,,51.41039,-0.14319
13933672,Entire home/apt,120,7,3,0.6,51.54394,-0.14537
13978860,Private room,45,5,0,0.21,51.53027,-0.08944
13983536,Entire home/apt,150,3,0,0.02,51.53174,-0.08217
13984052,Entire home/apt,80,4,0,0.44,51.48459,-0.17076
13934999,Entire home/apt,109,3,0,0.03,51.52921,-0.03138
13990293,Private room,26,5,0,0.03,51.52685,-0.03263
13990853,Entire home/apt,37,5,0,0.01,51.5475,-0.05565
13984079,Entire home/apt,95,5,0,0.51,51.43935,0.0683
13984628,Entire home/apt,290,5,0,,51.46754,-0.12774
13990916,Private room,50,4,4,0.73,51.5676,-0.05002
13991384,Entire home/apt,100,2,0,,51.6369,-0.08945
13991488,Entire home/apt,85,2,0,0.15,51.46149,-0.17391
13992545,Private room,36,2,0,0.06,51.52546,-0.06509
13937374,Private room,50,1,0,0.03,51.4938,-0.07576
13937395,Private room,61,1,0,,51.56759,0.00691
13984717,Entire home/apt,79,7,0,,51.49765,-0.0098
13992867,Private room,56,2,0,0.4,51.54185,-0.13822
13993327,Private room,25,2,0,0.32,51.43318,0.08228
13993328,Private room,45,1,0,0.45,51.55378,-0.11186
13993495,Private room,30,1,0,,51.51991,-0.04632
13993679,Entire home/apt,120,7,0,0.03,51.56795,0.01712
13993705,Entire home/apt,65,6,0,0.12,51.56427,-0.05127
13994187,Entire home/apt,120,3,0,0.01,51.50485,-0.24641
13994533,Entire home/apt,129,3,0,0.23,51.5364,-0.0697
13996056,Private room,70,1,0,0.01,51.4883,-0.1579
13985204,Entire home/apt,72,4,0,0.01,51.47707,-0.11669
13985325,Entire home/apt,291,30,2,0.05,51.52515,-0.07344
13985493,Entire home/apt,91,2,13,0.79,51.52016,-0.2089
13985754,Entire home/apt,219,2,2,0.5,51.52552,-0.07931
13985774,Entire home/apt,55,3,0,0.05,51.4626,-0.39528
13985954,Private room,25,1,0,,51.6133,-0.1889
13996117,Private room,84,1,0,0.03,51.43273,0.00929
